strain	strain_name	segment	date	host	country	subtype	virus
KX655657	RSVA/Homo_sapiens/JOR/D3040/2010	NA	2010-06-15	Human	Jordan	A	Human_orthopneumovirus
KX655658	RSVA/Homo_sapiens/JOR/C2659/2012	NA	2012-12-31	Human	Jordan	A	Human_orthopneumovirus
KX655659	RSVA/Homo_sapiens/JOR/D3090/2011	NA	2011-01-19	Human	Jordan	A	Human_orthopneumovirus
KX655662	RSVA/Homo_sapiens/JOR/D3317/2011	NA	2011-12-19	Human	Jordan	A	Human_orthopneumovirus
KX655663	RSVA/Homo_sapiens/JOR/D3416/2012	NA	2012-02-28	Human	Jordan	A	Human_orthopneumovirus
KX655665	RSVA/Homo_sapiens/JOR/C2769/2013	NA	2013-03-26	Human	Jordan	A	Human_orthopneumovirus
KX655666	RSVA/Homo_sapiens/JOR/D3141/2011	NA	2011-03-01	Human	Jordan	A	Human_orthopneumovirus
KX655667	RSVA/Homo_sapiens/JOR/C2408/2012	NA	2012-02-20	Human	Jordan	A	Human_orthopneumovirus
KX655670	RSVA/Homo_sapiens/JOR/B1464/2012	NA	2012-02-12	Human	Jordan	A	Human_orthopneumovirus
KX655672	RSVA/Homo_sapiens/JOR/C2356/2012	NA	2012-01-26	Human	Jordan	A	Human_orthopneumovirus
KX655673	RSVA/Homo_sapiens/JOR/C2201/2011	NA	2011-03-20	Human	Jordan	A	Human_orthopneumovirus
KX655676	RSVA/Homo_sapiens/JOR/B1432/2012	NA	2012-01-30	Human	Jordan	A	Human_orthopneumovirus
KX655677	RSVA/Homo_sapiens/JOR/B1391/2012	NA	2012-01-08	Human	Jordan	A	Human_orthopneumovirus
KX655678	RSVA/Homo_sapiens/JOR/A0108/2011	NA	2011-02-06	Human	Jordan	A	Human_orthopneumovirus
KX655679	RSVA/Homo_sapiens/JOR/B1035/2010	NA	2010-05-05	Human	Jordan	A	Human_orthopneumovirus
KX655680	RSVA/Homo_sapiens/JOR/B1442/2012	NA	2012-02-09	Human	Jordan	A	Human_orthopneumovirus
KX655682	RSVA/Homo_sapiens/JOR/B1515/2012	NA	2012-03-13	Human	Jordan	A	Human_orthopneumovirus
KX655687	RSVA/Homo_sapiens/JOR/B1185/2011	NA	2011-02-20	Human	Jordan	A	Human_orthopneumovirus
KX655689	RSVA/Homo_sapiens/JOR/B1454/2012	NA	2012-02-12	Human	Jordan	A	Human_orthopneumovirus
KX655691	RSVA/Homo_sapiens/JOR/D3371/2012	NA	2012-02-05	Human	Jordan	A	Human_orthopneumovirus
KX655692	RSVA/Homo_sapiens/JOR/C2196/2011	NA	2011-03-20	Human	Jordan	A	Human_orthopneumovirus
KX655695	RSVA/Homo_sapiens/JOR/C2354/2012	NA	2012-01-23	Human	Jordan	A	Human_orthopneumovirus
KX655696	RSVA/Homo_sapiens/JOR/C2121/2011	NA	2011-01-26	Human	Jordan	A	Human_orthopneumovirus
KX655697	RSVA/Homo_sapiens/JOR/A0417/2012	NA	2012-02-16	Human	Jordan	A	Human_orthopneumovirus
KX655699	RSVA/Homo_sapiens/JOR/D3332/2012	NA	2012-01-09	Human	Jordan	A	Human_orthopneumovirus
KX765891	RSVA/Homo_sapiens/NZL/LJRSV44/2013	NA	2013-08-01	Human	New_Zealand	A	Human_orthopneumovirus
KX765896	RSVA/Homo_sapiens/NZL/LJRSV81/2011	NA	2011-09-16	Human	New_Zealand	A	Human_orthopneumovirus
KX765901	RSVA/Homo_sapiens/NZL/LJRSV54/2012	NA	2012-07-23	Human	New_Zealand	A	Human_orthopneumovirus
KX765910	RSVA/Homo_sapiens/NZL/LJRSV69/2011	NA	2011-06-23	Human	New_Zealand	A	Human_orthopneumovirus
KX765913	RSVA/Homo_sapiens/NZL/LJRSV55/2012	NA	2012-07-29	Human	New_Zealand	A	Human_orthopneumovirus
KX765918	RSVA/Homo_sapiens/NZL/LJRSV77/2011	NA	2011-07-09	Human	New_Zealand	A	Human_orthopneumovirus
MG642063	RSVA/Homo_sapiens/USA/MCRSV_226/1982-XX-XX	NA	1982-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642070	RSVA/Homo_sapiens/USA/MCRSV_247/1986-XX-XX	NA	1986-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642071	RSVA/Homo_sapiens/USA/MCRSV_238/1984-XX-XX	NA	1984-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642074	RSVA/Homo_sapiens/USA/MCRSV_209/1980-XX-XX	NA	1980-XX-XX	Human	USA	A	Human_orthopneumovirus
KY782635	LZ01/09	NA	2009-09-01	Human	China	A	Human_orthopneumovirus
KY967362	SC2892	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
KY967363	SC2745	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
KY460517	TW_00026_2010	NA	2010-10-01	Human	Taiwan	A	Human_orthopneumovirus
KX765928	RSVA/Homo_sapiens/NZL/LJRSV83/2011	NA	2011-09-18	Human	New_Zealand	A	Human_orthopneumovirus
KX765933	RSVA/Homo_sapiens/NZL/LJRSV58/2012	NA	2012-08-01	Human	New_Zealand	A	Human_orthopneumovirus
KX765934	RSVA/Homo_sapiens/NZL/LJRSV65/2012	NA	2012-08-23	Human	New_Zealand	A	Human_orthopneumovirus
MG642030	RSVA/Homo_sapiens/USA/MCRSV_256/1988-XX-XX	NA	1988-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642031	RSVA/Homo_sapiens/USA/MCRSV_236/1982-XX-XX	NA	1982-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642032	RSVA/Homo_sapiens/USA/MCRSV_221/1980-XX-XX	NA	1980-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642033	RSVA/Homo_sapiens/USA/MCRSV_265/1994-XX-XX	NA	1994-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642034	RSVA/Homo_sapiens/USA/MCRSV_244/1985-XX-XX	NA	1985-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642035	RSVA/Homo_sapiens/USA/MCRSV_240/1984-XX-XX	NA	1984-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642040	RSVA/Homo_sapiens/USA/MCRSV_214/1980-XX-XX	NA	1980-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642048	RSVA/Homo_sapiens/USA/MCRSV_258/1990-XX-XX	NA	1990-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642050	RSVA/Homo_sapiens/USA/MCRSV_261/1994-XX-XX	NA	1994-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642052	RSVA/Homo_sapiens/USA/MCRSV_263/1994-XX-XX	NA	1994-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642055	RSVA/Homo_sapiens/USA/MCRSV_259/1990-XX-XX	NA	1990-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642056	RSVA/Homo_sapiens/USA/MCRSV_229/1982-XX-XX	NA	1982-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642058	RSVA/Homo_sapiens/USA/MCRSV_218/1980-XX-XX	NA	1980-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642061	RSVA/Homo_sapiens/USA/MCRSV_262/1994-XX-XX	NA	1994-XX-XX	Human	USA	A	Human_orthopneumovirus
KX765937	RSVA/Homo_sapiens/NZL/LJRSV52/2012	NA	2012-07-16	Human	New_Zealand	A	Human_orthopneumovirus
KX765942	RSVA/Homo_sapiens/NZL/LJRSV80/2011	NA	2011-09-05	Human	New_Zealand	A	Human_orthopneumovirus
KX765946	RSVA/Homo_sapiens/NZL/LJRSV57/2012	NA	2012-07-30	Human	New_Zealand	A	Human_orthopneumovirus
KX765953	RSVA/Homo_sapiens/NZL/LJRSV60/2012	NA	2012-08-06	Human	New_Zealand	A	Human_orthopneumovirus
KX765958	RSVA/Homo_sapiens/NZL/LJRSV68/2012	NA	2012-09-11	Human	New_Zealand	A	Human_orthopneumovirus
KX765969	RSVA/Homo_sapiens/NZL/LJRSV61/2012	NA	2012-08-06	Human	New_Zealand	A	Human_orthopneumovirus
KX894796	RSVA/Homo_sapiens/USA/LA2_00030P/2012	NA	2012-12-05	Human	USA	A	Human_orthopneumovirus
KX894798	RSVA/Homo_sapiens/USA/LA2_00084P/2013	NA	2013-03-04	Human	USA	A	Human_orthopneumovirus
KX894800	RSVA/Homo_sapiens/USA/LA2_00067P/2013	NA	2013-02-11	Human	USA	A	Human_orthopneumovirus
KX894802	RSVA/Homo_sapiens/USA/LA2_00014P/2012	NA	2012-12-10	Human	USA	A	Human_orthopneumovirus
MH279547	LZ170020448/17	NA	2017-11-XX	Human	China	A	Human_orthopneumovirus
MG027862	RSV_A/US/BID_V8392/2003-XX-XX	NA	2003-XX-XX	Human	USA	A	Human_orthopneumovirus
MG431254	STA836	NA	2010-03-31	Human	Brazil	A	Human_orthopneumovirus
MG431255	STA839	NA	2010-03-31	Human	Brazil	A	Human_orthopneumovirus
MG642024	RSVA/Homo_sapiens/USA/MCRSV_223/1981-XX-XX	NA	1981-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642026	RSVA/Homo_sapiens/USA/MCRSV_233/1982-XX-XX	NA	1982-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642028	RSVA/Homo_sapiens/USA/MCRSV_220/1980-XX-XX	NA	1980-XX-XX	Human	USA	A	Human_orthopneumovirus
MF001041	6A5	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
MF001043	6A7	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
MF001047	6O1	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
MF001049	8O5	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
MF001050	8P3	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
MF001051	8P4	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
MF001052	8P9	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
MF001053	8Q1	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
MF001054	8Q3	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
MF001056	8Q7	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
MF001057	8S5	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642077	RSVA/Homo_sapiens/USA/MCRSV_250/1987-XX-XX	NA	1987-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642079	RSVA/Homo_sapiens/USA/MCRSV_237/1982-XX-XX	NA	1982-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642080	RSVA/Homo_sapiens/USA/MCRSV_264/1994-XX-XX	NA	1994-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642081	RSVA/Homo_sapiens/USA/MCRSV_235/1982-XX-XX	NA	1982-XX-XX	Human	USA	A	Human_orthopneumovirus
MG642083	RSVA/Homo_sapiens/USA/MCRSV_253/1987-XX-XX	NA	1987-XX-XX	Human	USA	A	Human_orthopneumovirus
MK167035	8L8	NA	2008-XX-XX	Human	USA	A	Human_orthopneumovirus
MK167036	6B2	NA	2006-XX-XX	Human	USA	A	Human_orthopneumovirus
MK109763	RSVA/Homo_sapiens/JOR/A0101/2011	NA	2011-01-27	Human	Jordan	A	Human_orthopneumovirus
MK109772	RSVA/Homo_sapiens/JOR/B1199/2011	NA	2011-03-02	Human	Jordan	A	Human_orthopneumovirus
MK109773	RSVA/Homo_sapiens/JOR/D3140/2011	NA	2011-02-28	Human	Jordan	A	Human_orthopneumovirus
MK109774	RSVA/Homo_sapiens/JOR/C2101/2011	NA	2011-01-13	Human	Jordan	A	Human_orthopneumovirus
MK109775	RSVA/Homo_sapiens/JOR/B1318/2011	NA	2011-09-14	Human	Jordan	A	Human_orthopneumovirus
MK109776	RSVA/Homo_sapiens/JOR/D3159/2011	NA	2011-03-16	Human	Jordan	A	Human_orthopneumovirus
MK109777	RSVA/Homo_sapiens/JOR/D3120/2011	NA	2011-02-10	Human	Jordan	A	Human_orthopneumovirus
MK109785	RSVA/Homo_sapiens/JOR/D3055/2010	NA	2010-09-19	Human	Jordan	A	Human_orthopneumovirus
MK109787	RSVA/Homo_sapiens/JOR/C2152/2011	NA	2011-02-10	Human	Jordan	A	Human_orthopneumovirus
MN630092	RSVA/USA/UAMS_DID_015/2016	NA	2016-01-26	Human	USA	A	Human_orthopneumovirus
MN630097	RSVA/USA/UAMS_DID_023/2016	NA	2016-01-21	Human	USA	A	Human_orthopneumovirus
MN630107	RSVA/USA/ACRI_053/2016	NA	2016-03-07	Human	USA	A	Human_orthopneumovirus
MW160746	A/WA/PW3613237Z/2016	NA	2016-05-31	Human	Australia	A	Human_orthopneumovirus
MZ151853	RSVA/Novosibirsk/8.62Hl/2020	NA	2020-01-30	Human	Russia	A	Human_orthopneumovirus
OK649590	HRSV/A/Alabama.USA/AL19365_1/1994-XX-XX	NA	1994-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649592	HRSV/A/Alabama.USA/AL19376_1/1994-XX-XX	NA	1994-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649595	HRSV/A/Brazil/37771/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649596	HRSV/A/Brazil/37774/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649597	HRSV/A/Brazil/37783/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649598	HRSV/A/Brazil/37786/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649599	HRSV/A/Brazil/37789/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649600	HRSV/A/Brazil/37793/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649601	HRSV/A/Brazil/37794/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649602	HRSV/A/Brazil/37795/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649603	HRSV/A/Brazil/37803/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649604	HRSV/A/Brazil/37821/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649605	HRSV/A/Brazil/37824/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649606	HRSV/A/Brazil/37827/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649607	HRSV/A/Brazil/37828/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649608	HRSV/A/Brazil/37829/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649609	HRSV/A/Brazil/37831/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649610	HRSV/A/Brazil/37833/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649611	HRSV/A/Brazil/37834/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649612	HRSV/A/Brazil/37837/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649613	HRSV/A/Brazil/37838/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649614	HRSV/A/Brazil/37839/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649615	HRSV/A/Brazil/37841/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649616	HRSV/A/Brazil/37847/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649617	HRSV/A/Brazil/37856/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649618	HRSV/A/Brazil/37858/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649619	HRSV/A/Brazil/37869/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649620	HRSV/A/Brazil/37876/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649621	HRSV/A/Brazil/37878/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649622	HRSV/A/Brazil/37888/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649623	HRSV/A/Brazil/37894/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649624	HRSV/A/Brazil/37896/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649625	HRSV/A/Brazil/37899/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649626	HRSV/A/Brazil/37907/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649627	HRSV/A/Brazil/37912/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649628	HRSV/A/Brazil/37918/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649629	HRSV/A/Brazil/37923/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649630	HRSV/A/Brazil/37926/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649631	HRSV/A/Brazil/37928/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649632	HRSV/A/Brazil/37932/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649633	HRSV/A/Brazil/38024/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649634	HRSV/A/Brazil/38106/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649635	HRSV/A/Brazil/38215/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649636	HRSV/A/Brazil/38256/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649637	HRSV/A/Brazil/38284/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649638	HRSV/A/Brazil/38317/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649639	HRSV/A/Brazil/38387/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649640	HRSV/A/Brazil/38413/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649641	HRSV/A/Brazil/38467/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649642	HRSV/A/Brazil/38566/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649643	HRSV/A/Brazil/38597/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649644	HRSV/A/Brazil/38598/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649645	HRSV/A/Brazil/38601/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649646	HRSV/A/Brazil/38602/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649647	HRSV/A/Brazil/38603/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649648	HRSV/A/Brazil/38608/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649649	HRSV/A/Brazil/38610/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649650	HRSV/A/Brazil/38614/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649651	HRSV/A/Brazil/38623/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649652	HRSV/A/Brazil/38631/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649653	HRSV/A/Brazil/38661/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649654	HRSV/A/Brazil/38695/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649655	HRSV/A/Brazil/38709/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649656	HRSV/A/Brazil/38760/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	A	Human_orthopneumovirus
OK649657	HRSV/A/Canada/CAN749/1995-XX-XX	NA	1995-XX-XX	Human	Canada	A	Human_orthopneumovirus
OK649658	HRSV/A/Canada/CAN885/1995-XX-XX	NA	1995-XX-XX	Human	Canada	A	Human_orthopneumovirus
OK649659	HRSV/A/Canada/CAN2234/1995-XX-XX	NA	1995-XX-XX	Human	Canada	A	Human_orthopneumovirus
OK649660	HRSV/A/Kenya/58248/2008	NA	2010-XX-XX	Human	Kenya	A	Human_orthopneumovirus
OK649661	HRSV/A/Kenya/58503/2008	NA	2011-XX-XX	Human	Kenya	A	Human_orthopneumovirus
OK649662	HRSV/A/Kenya/58533/2008	NA	2012-XX-XX	Human	Kenya	A	Human_orthopneumovirus
OK649663	HRSV/A/Kenya/58541/2007-XX-XX	NA	2007-XX-XX	Human	Kenya	A	Human_orthopneumovirus
OK649664	HRSV/A/Kenya/58560/2007-XX-XX	NA	2007-XX-XX	Human	Kenya	A	Human_orthopneumovirus
OK649665	HRSV/A/Kenya/59122/2007-XX-XX	NA	2007-XX-XX	Human	Kenya	A	Human_orthopneumovirus
OK649666	HRSV/A/Kenya/59165/2007-XX-XX	NA	2007-XX-XX	Human	Kenya	A	Human_orthopneumovirus
OK649667	HRSV/A/Kenya/59234/2007-XX-XX	NA	2007-XX-XX	Human	Kenya	A	Human_orthopneumovirus
OK649669	HRSV/A/Missouri.USA/MO02/1994-XX-XX	NA	1994-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649671	HRSV/A/Missouri.USA/MO37/1995-XX-XX	NA	1995-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649672	HRSV/A/NewYork.USA/CH45II/1995-XX-XX	NA	1995-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649674	HRSV/A/NewYork.USA/CH61/1995-XX-XX	NA	1995-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649676	HRSV/A/NewYork.USA/CH112III/1993-XX-XX	NA	1993-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649677	HRSV/A/Texas.USA/79219/2004-XX-XX	NA	2004-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649678	HRSV/A/Texas.USA/79303/2005-XX-XX	NA	2005-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649679	HRSV/A/Texas.USA/79321/2005-XX-XX	NA	2005-XX-XX	Human	USA	A	Human_orthopneumovirus
