Accession	Virus	Strain	Author	Publication_Title	Journal	Database
KT995585	Enterovirus D68	USA/MI/2014-19221	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KU669042	Enterovirus D68	USA/MI/2014-19266	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next Generation Sequencing of Enterovirus D68		Genbank
KT347271	Enterovirus D68	EVD68/Homosapiens/USA/MO7/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT995576	Enterovirus D68	USA/KY/2014-19209	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT995566	Enterovirus D68	USA/GA/2014-19200	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KX351827	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT01/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KT995582	Enterovirus D68	USA/SC/2014-19215	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT995533	Enterovirus D68	USA/CO/2014-19175	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT347265	Enterovirus D68	EVD68/Homosapiens/USA/MO36/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT995580	Enterovirus D68	USA/RI/2014-19213	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KP455274	Enterovirus D68	CAN14-826	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
MH674113	Enterovirus D68	EVD68_SWE_001_140905_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
KX351821	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT39/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KX351811	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT08/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KX351816	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT09/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KX351825	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT28/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KX351822	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT16/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KT995624	Enterovirus D68	USA/VT/2014-19259	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KX351814	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT02/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KX351803	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT22/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KX351805	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT18/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KX351819	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT12/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KX351824	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT05/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KX351817	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT35/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KT995596	Enterovirus D68	USA/MA/2014-19232	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT455421	Enterovirus D68	NYS14-27898	Lamson,D.M., Fagan,S. and St. George,K.	Next Generation Whole Genome Sequencing of New York State Enterovirus D68 Circulating During the 2014 Outbreak		Genbank
KT347225	Enterovirus D68	EVD68/Homosapiens/USA/MO25/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347268	Enterovirus D68	EVD68/Homosapiens/USA/MO50/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347237	Enterovirus D68	EVD68/Homosapiens/USA/MO30/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347255	Enterovirus D68	EVD68/Homosapiens/USA/MO23/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347226	Enterovirus D68	EVD68/Homosapiens/USA/MO53/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347272	Enterovirus D68	EVD68/Homosapiens/USA/MO44/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347250	Enterovirus D68	EVD68/Homosapiens/USA/MO37/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347242	Enterovirus D68	EVD68/Homosapiens/USA/MO5/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT455426	Enterovirus D68	NYS14_30917	Lamson,D.M., Fagan,S. and St. George,K.	Next Generation Whole Genome Sequencing of New York State Enterovirus D68 Circulating During the 2014 Outbreak		Genbank
KX351800	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT31/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KT455425	Enterovirus D68	NYS14_30905	Lamson,D.M., Fagan,S. and St. George,K.	Next Generation Whole Genome Sequencing of New York State Enterovirus D68 Circulating During the 2014 Outbreak		Genbank
KT995543	Enterovirus D68	USA/CT/2014-19180	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KX351815	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT33/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KT347243	Enterovirus D68	EVD68/Homosapiens/USA/MO14/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347235	Enterovirus D68	EVD68/Homosapiens/USA/MO4/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347246	Enterovirus D68	EVD68/Homosapiens/USA/MO56/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347270	Enterovirus D68	EVD68/Homosapiens/USA/MO17/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347230	Enterovirus D68	EVD68/Homosapiens/USA/MO48/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT995581	Enterovirus D68	USA/RI/2014-19214	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT347234	Enterovirus D68	EVD68/Homosapiens/USA/MO1/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347277	Enterovirus D68	EVD68/Homosapiens/USA/MO2/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT995590	Enterovirus D68	USA/WI/2014-19226	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT995612	Enterovirus D68	USA/OK/2014-19247	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT347232	Enterovirus D68	EVD68/Homosapiens/USA/MO46/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT995598	Enterovirus D68	USA/KS/2014-19234	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT347229	Enterovirus D68	EVD68/Homosapiens/USA/MO31/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347256	Enterovirus D68	EVD68/Homosapiens/USA/MO20/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347262	Enterovirus D68	EVD68/Homosapiens/USA/MO57/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT995531	Enterovirus D68	USA/MO/2014-19166	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT455423	Enterovirus D68	NYS14_30603	Lamson,D.M., Fagan,S. and St. George,K.	Next Generation Whole Genome Sequencing of New York State Enterovirus D68 Circulating During the 2014 Outbreak		Genbank
KX351802	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT06/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KT455424	Enterovirus D68	NYS14_30609	Lamson,D.M., Fagan,S. and St. George,K.	Next Generation Whole Genome Sequencing of New York State Enterovirus D68 Circulating During the 2014 Outbreak		Genbank
KT347266	Enterovirus D68	EVD68/Homosapiens/USA/MO27/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT995564	Enterovirus D68	USA/MI/2014-19198	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
MK681504	Enterovirus D68	USA/CA/2014-RGDS-1039	Pan,C.-Y., Huynh,T., Padilla,T., Ng,T.F.F., Castro,C.J., Marine,R.L., Nix,W.A. and Wadford,D.A.	Enterovirus D68 genomes from California, September to December 2014		Genbank
MK681505	Enterovirus D68	USA/CA/2014-RGDS-1040	Pan,C.-Y., Huynh,T., Padilla,T., Ng,T.F.F., Castro,C.J., Marine,R.L., Nix,W.A. and Wadford,D.A.	Enterovirus D68 genomes from California, September to December 2014		Genbank
KU669046	Enterovirus D68	USA/CO/2014-19081	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next Generation Sequencing of Enterovirus D68		Genbank
KP126911	Enterovirus D68	US/CO/14-93	Greninger,A.L., Naccache,S.N., Yu,G., Messacar,K., Dominguez,S. and Chiu,C.Y.	Genomic Analysis Uncovers a Novel Circulating Enterovirus D68 Strain in Association with Cases of Acute Flaccid Paralysis from 2012-2014		Genbank
KP100793	Enterovirus D68	US/CO/14-94	Greninger,A.L., Naccache,S.N., Yu,G., Messacar,K., Somasekar,S., Dominguez,S. and Chiu,C.Y.	Genomic Analysis Uncovers a Novel Circulating Enterovirus D68 Strain in Association with Cases of Acute Flaccid Paralysis from 2012-2014		Genbank
KP455270	Enterovirus D68	CAN14-884	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KP455267	Enterovirus D68	CAN14-537	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KP455269	Enterovirus D68	CAN14-153	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KP455268	Enterovirus D68	CAN14-636	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KM851227	Enterovirus D68	US/MO/14-18949	Brown,B.A., Nix,W.A., Sheth,M., Frace,M. and Oberste,M.S.	Seven Strains of Enterovirus D68 Detected in the United States during the 2014 Severe Respiratory Disease Outbreak		Genbank
KT455428	Enterovirus D68	NYS14_31590	Lamson,D.M., Fagan,S. and St. George,K.	Next Generation Whole Genome Sequencing of New York State Enterovirus D68 Circulating During the 2014 Outbreak		Genbank
KX351806	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT36/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KT455430	Enterovirus D68	NYS14_32368	Lamson,D.M., Fagan,S. and St. George,K.	Next Generation Whole Genome Sequencing of New York State Enterovirus D68 Circulating During the 2014 Outbreak		Genbank
KT347257	Enterovirus D68	EVD68/Homosapiens/USA/MO10/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347227	Enterovirus D68	EVD68/Homosapiens/USA/MO26/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT995556	Enterovirus D68	USA/LA/2014-19191	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT995616	Enterovirus D68	USA/MI/2014-19251	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT347231	Enterovirus D68	EVD68/Homosapiens/USA/MO40/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KM851228	Enterovirus D68	US/MO/14-18950	Brown,B.A., Nix,W.A., Sheth,M., Frace,M. and Oberste,M.S.	Seven Strains of Enterovirus D68 Detected in the United States during the 2014 Severe Respiratory Disease Outbreak		Genbank
KP745758	Enterovirus D68	NY263	Huang,W., Wang,G., Zhuge,J., Nolan,S.M., Dimitrova,N. and Fallon,J.T.	Whole-Genome Sequence Analysis Reveals the Enterovirus D68 Isolates during the United States 2014 Outbreak Mainly Belong to a Novel Clade		Genbank
KP455264	Enterovirus D68	CAN14-330	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KT347260	Enterovirus D68	EVD68/Homosapiens/USA/MO11/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KM881710	Enterovirus D68	EV-D68_STL_2014_12	Wylie,K.M., Wylie,T.N., Orvedahl,A., Buller,R.S., Herter,B.N., Magrini,V., Wilson,R.K. and Storch,G.A.	Genome sequence of enterovirus d68 from st. Louis, missouri, USA		Genbank
KT347249	Enterovirus D68	EVD68/Homosapiens/USA/MO16/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KM851225	Enterovirus D68	US/MO/14-18947	Brown,B.A., Nix,W.A., Sheth,M., Frace,M. and Oberste,M.S.	Seven Strains of Enterovirus D68 Detected in the United States during the 2014 Severe Respiratory Disease Outbreak		Genbank
KT995613	Enterovirus D68	USA/NC/2014-19248	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT347251	Enterovirus D68	EVD68/Homosapiens/USA/MO47/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347253	Enterovirus D68	EVD68/Homosapiens/USA/MO24/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347263	Enterovirus D68	EVD68/Homosapiens/USA/MO28/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KP114662	Enterovirus D68	EV68_Alberta17390_2014	Pabbaraju,K., Wong,S., Zarra,D., Gill,K., Drews,S., Tipples,G. and Tellier,R.	Genetic characterization of enterovirus 68 strains in Alberta, Canada in 2014		Genbank
KT995535	Enterovirus D68	USA/AL/2014-19169	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KP455277	Enterovirus D68	CAN14-869	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KT995550	Enterovirus D68	USA/MT/2014-19216	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KX255364	Enterovirus D68	EV-D68/Homosapiens/USA/C7722/2014	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255373	Enterovirus D68	EV-D68/Homosapiens/USA/C7723/2014	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
MK268345	Enterovirus D68	USA/IL/2014-18956	Brown,B.A., Nix,W.A., Sheth,M., Frace,M. and Oberste,M.S.	Next-generation sequencing of Enterovirus D68		Genbank
KT995625	Enterovirus D68	USA/TN/2014-19260	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT347274	Enterovirus D68	EVD68/Homosapiens/USA/MO43/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT995599	Enterovirus D68	USA/MD/2014-19235	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT347259	Enterovirus D68	EVD68/Homosapiens/USA/MO9/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347223	Enterovirus D68	EVD68/Homosapiens/USA/MO54/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT995621	Enterovirus D68	USA/ID/2014-19256	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT995565	Enterovirus D68	USA/IL/2014-19199	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT347264	Enterovirus D68	EVD68/Homosapiens/USA/MO22/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT995541	Enterovirus D68	USA/CO/2014-19190	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
