strain	strain_name	date	country	host	genotype	subgenotype
AB697489	None	2004-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.3	A	A2
AB697491	None	2005-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.6	A	A2
AB697492	None	2005-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.7	A	A2
AB697493	None	2005-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.8	A	A2
AB697495	None	2005-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.10	A	A2
AB697496	None	2002-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.11	A	A2
AB697497	None	2006-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.14	A	A2
AB697498	None	2006-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.15	A	A2
AB697499	None	2006-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.16	A	A2
AB697501	None	2006-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.19	A	A2
AB697503	None	2006-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.22	A	A2
AB697504	None	2006-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.23	A	A2
AB697505	None	2006-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.25	A	A2
AB697506	None	2006-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.28	A	A2
AB697507	None	2007-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.29	A	A2
AB697508	None	2007-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.31	A	A2
AB697509	None	2007-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.32	A	A2
AB697511	None	2007-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.36	A	A2
AB697512	None	2007-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.37	A	A2
HQ646552	None	2012-02-15	South Africa	Homo sapiens	A	A1
HQ646553	None	2012-02-15	South Africa	Homo sapiens	A	A1
HQ646554	None	2012-02-15	South Africa	Homo sapiens	A	A1
HQ646555	None	2012-02-15	South Africa	Homo sapiens	A	A1
HQ646556	None	2012-02-15	South Africa	Homo sapiens	A	A1
HE576988	None	2007-06-09	France	None	A	A2
HE576989	None	2007-06-09	France	None	A	A2
GU563545	None	2005-XX-XX	Belgium	Homo sapiens	A	None
GU563546	None	2001-XX-XX	Belgium	Homo sapiens	A	None
GU563547	None	2003-XX-XX	Belgium	Homo sapiens	A	None
GU563548	None	2000-XX-XX	Belgium	Homo sapiens	A	None
GU563550	None	2004-XX-XX	Belgium	Homo sapiens	A	None
GU563551	None	2003-XX-XX	Belgium	Homo sapiens	A	None
GU563553	None	2001-XX-XX	Belgium	Homo sapiens	A	None
GU563554	None	2008-XX-XX	Belgium	Homo sapiens	A	None
GU563555	None	2007-XX-XX	Belgium	Homo sapiens	A	None
GU563557	None	2000-XX-XX	Belgium	Homo sapiens	A	None
GU563558	None	2005-XX-XX	Belgium	Homo sapiens	A	None
GU563562	None	2008-XX-XX	Belgium	Homo sapiens	A	None
HM535191	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535192	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535193	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535194	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535195	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535196	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535197	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535199	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535200	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535201	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535202	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535203	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535204	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535205	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535206	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535207	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535208	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535209	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535210	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535211	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535212	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535213	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535214	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535215	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535218	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535219	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM535221	None	2016-07-25	Zimbabwe	Homo sapiens	A	A1
HM363612	None	2007-XX-XX	Nigeria	Homo sapiens	A	A3
HM363613	None	2007-XX-XX	Nigeria	Homo sapiens	A	A3
HM011485	HB057	2007-11-13	Malaysia	Homo sapiens	A	None
GQ331046	None	2006-XX-XX	Belgium	Homo sapiens	A	A6
GQ331047	None	1998-XX-XX	Belgium	Homo sapiens	A	A6
GQ331048	None	2001-XX-XX	Belgium	Homo sapiens	A	A6
GQ477460	None	2006-03-29	Poland	Homo sapiens	A	None
GQ477461	None	2006-04-25	Poland	Homo sapiens	A	None
GQ477462	None	2006-02-23	Poland	Homo sapiens	A	None
GQ477463	None	2006-03-16	Poland	Homo sapiens	A	None
GQ477464	None	2006-04-19	Poland	Homo sapiens	A	None
GQ477465	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477466	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477467	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477468	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477469	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477470	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477471	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477472	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477473	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477474	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477475	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477476	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477477	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477478	None	2006-03-24	Poland	Homo sapiens	A	None
GQ477479	None	2006-02-27	Poland	Homo sapiens	A	None
GQ477480	None	2006-03-08	Poland	Homo sapiens	A	None
GQ477481	None	2006-05-18	Poland	Homo sapiens	A	None
GQ477482	None	2006-03-06	Poland	Homo sapiens	A	None
GQ477483	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477484	None	2006-03-15	Poland	Homo sapiens	A	None
GQ477485	None	2006-02-14	Poland	Homo sapiens	A	None
GQ477486	None	2006-02-27	Poland	Homo sapiens	A	None
GQ477487	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477488	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477489	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477490	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477491	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477492	None	2006-06-16	Poland	Homo sapiens	A	None
GQ477493	None	2006-04-18	Poland	Homo sapiens	A	None
GQ477494	None	2006-02-14	Poland	Homo sapiens	A	None
GQ477495	None	2006-04-10	Poland	Homo sapiens	A	None
GQ477496	None	2006-03-28	Poland	Homo sapiens	A	None
GQ477497	None	2006-08-11	Poland	Homo sapiens	A	None
GQ477498	None	2006-05-09	Poland	Homo sapiens	A	None
GQ477499	None	2006-03-31	Poland	Homo sapiens	A	None
GQ477500	None	2006-XX-XX	Poland	Homo sapiens	A	None
GQ477501	None	2006-01-24	Poland	Homo sapiens	A	None
GQ477502	None	2006-02-06	Poland	Homo sapiens	A	None
GQ477503	None	2006-02-14	Poland	Homo sapiens	A	None
GQ477504	None	2006-02-07	Poland	Homo sapiens	A	None
FJ349222	None	1998-09-XX	Belgium	Homo sapiens	A	None
FJ349223	None	1998-11-XX	Belgium	Homo sapiens	A	None
FJ349224	None	2000-03-XX	Belgium	Homo sapiens	A	None
GQ414522	GTA_CT	2009-09-08	Turkey	Homo sapiens	A	None
GQ161813	None	2006-XX-XX	Guinea	Homo sapiens	A	None
FJ692554	None	2004-XX-XX	Nigeria	Homo sapiens	A	None
FJ692555	None	2004-XX-XX	Nigeria	Homo sapiens	A	None
FJ692556	None	2004-XX-XX	Nigeria	Homo sapiens	A	None
FJ692557	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692558	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692559	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692560	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692561	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692562	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692563	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692564	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692565	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692566	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692567	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692568	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692569	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692570	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692571	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692572	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692573	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692574	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692575	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692576	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692577	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692578	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692579	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692580	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692581	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692582	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692583	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692584	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692585	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692586	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692587	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692588	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692589	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692590	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692591	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692592	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692593	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692594	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692595	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692596	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692597	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692598	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692599	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692600	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692601	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692602	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692603	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692604	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692605	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692606	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692607	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692608	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692609	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692610	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692611	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692612	None	2006-XX-XX	Haiti	Homo sapiens	A	None
FJ692613	None	2006-XX-XX	Haiti	Homo sapiens	A	None
GQ184323	None	2009-08-01	South Africa	Homo sapiens	A	None
GQ184324	None	2009-08-01	South Africa	Homo sapiens	A	None
EU859898	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859899	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859900	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859901	None	2006-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859902	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859903	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859904	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859905	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859906	None	2007-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859907	None	2007-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859908	None	2007-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859909	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859910	None	2007-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859911	None	2007-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859912	None	2006-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859913	None	2006-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859914	None	2005-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859915	None	2005-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859916	None	2005-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859917	None	2005-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859918	None	2005-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859919	None	2005-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859920	None	2006-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859921	None	2005-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859922	None	2005-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859923	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859924	None	2005-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859925	None	2006-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859926	None	2005-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859927	None	2005-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859928	None	2005-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859929	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859930	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859931	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859932	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859933	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859934	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859935	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859936	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859937	None	2009-09-11	Belgium: Limburg	Homo sapiens	A	None
EU859938	None	1999-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859939	None	1999-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859940	None	1998-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859941	None	2000-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859942	None	2000-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859943	None	2000-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859944	None	2000-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859945	None	2000-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859946	None	2000-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859947	None	2001-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859948	None	2000-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859949	None	1999-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859950	None	1999-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859951	None	1999-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859952	None	1998-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859953	None	1998-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859954	None	1998-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859955	None	1998-XX-XX	Belgium: Limburg	Homo sapiens	A	None
EU859956	None	1998-XX-XX	Belgium: Limburg	Homo sapiens	A	None
FJ904411	None	2006-02-03	Tunisia	Homo sapiens	A	None
FJ904434	None	2009-07-08	Tunisia	Homo sapiens	A	None
EU304331	None	2004-06-02	Argentina	None	A	None
FM199974	45021	2009-02-05	Rwanda:Kigali	None	A	None
FM199975	45058	2009-02-05	Rwanda:Kigali	None	A	None
FM199976	45082	2009-02-05	Rwanda:Kigali	None	A	None
FM199977	45088	2009-02-05	Rwanda:Kigali	None	A	None
FM199978	49136	2009-02-05	Rwanda:Kigali	None	A	None
FM199979	49224	2009-02-05	Rwanda:Kigali	None	A	None
FM199980	49244	2009-02-05	Rwanda:Kigali	None	A	None
FM199981	49263	2009-02-05	Rwanda:Kigali	None	A	None
EU185786	None	2011-05-20	Argentina	None	A	None
EU185787	None	2011-05-20	Argentina	None	A	None
EU185789	None	2011-05-20	Argentina	None	A	None
AB453983	None	2017-09-12	Japan	None	A	None
AB453979	None	2017-09-12	Japan	None	A	None
AB453980	None	2017-09-12	Japan	None	A	None
AB453981	None	2017-09-12	Japan	None	A	None
AB453982	None	2017-09-12	Japan	None	A	None
AB453984	None	2017-09-12	Japan	None	A	None
AB453985	None	2017-09-12	Japan	None	A	None
AB453986	None	2017-09-12	Japan	None	A	None
AB453987	None	2017-09-12	Japan	None	A	None
AB453988	None	2017-09-12	Japan	None	A	None
AB453989	None	2017-09-12	Japan	None	A	None
EU594383	2000-00	2008-08-05	Estonia	None	A	None
EU594384	1906-99	2008-08-05	Estonia	None	A	None
EU594385	1898-98	2008-08-05	Estonia	None	A	None
EU594386	644-00	2008-08-05	Estonia	None	A	None
EU594387	3784-91	2008-08-05	Latvia	None	A	None
EU594388	3782-91	2008-08-05	Latvia	None	A	None
EU594389	4435-97	2008-08-05	Russia: Volga Region	None	A	None
EU594390	4625-97	2008-08-05	Russia: Yakutsk	None	A	None
EU594391	4620-97	2008-08-05	Russia: Yakutsk	None	A	None
EU594392	4600-97	2008-08-05	Russia: Yakutsk	None	A	None
EU594393	4590-97	2008-08-05	Russia: Yakutsk	None	A	None
EU594394	4512-97	2008-08-05	Russia: Yakutsk	None	A	None
EU594395	4509-97	2008-08-05	Russia: Yakutsk	None	A	None
EU366129	None	2005-12-15	Argentina	None	A	None
EU747320	None	2008-06-09	Australia	Homo sapiens	A	None
AM410963	None	2008-09-02	None	None	A	None
EU410082	None	2009-05-11	Philippines	None	A	A1
AM494718	None	2008-01-08	Central African Republic	Homo sapiens	A	None
AB330371	None	2006-XX-XX	Tajikistan:Dushanbe	None	A	None
AB330372	None	2006-XX-XX	Tajikistan:Dushanbe	None	A	None
AB330373	None	2006-XX-XX	Tajikistan:Dushanbe	None	A	None
EU086721	None	2007-09-01	Germany	None	A	A2
AM295795	None	2007-03-21	None	None	A	None
AM295796	None	2008-09-02	None	None	A	None
AM295797	None	2008-09-02	None	None	A	None
AM295800	None	2008-09-02	None	None	A	None
EF208113	None	2008-02-26	Germany	None	A	None
EF208114	None	2008-02-26	Germany	None	A	None
EF208115	None	2008-02-26	Germany	None	A	None
AB270536	None	2005-XX-XX	Mongolia:Ulaanbaatar	None	A	None
AM184125	None	2006-08-25	Gabon	None	A	A3
AM184126	None	2006-08-25	Gabon	None	A	A3
DQ788725	None	2006-10-20	Germany	None	A	None
DQ788726	None	2006-10-20	Germany	None	A	None
DQ788727	None	2006-10-20	Germany	None	A	None
DQ788728	None	2006-10-20	Germany	None	A	None
DQ788729	None	2006-10-20	Germany	None	A	None
AB246317	None	2006-07-22	Tanzania	None	A	AA
AM282986	None	2010-04-27	None	None	A	None
AB241114	None	2006-10-06	Philippines	None	A	None
AB241115	None	2006-10-06	Philippines	None	A	None
AY903452	None	2006-04-14	South Africa	Homo sapiens	A	A1
AB222707	UZTBV102	2008-05-03	Uzbekistan:Tashkent	None	A	None
AB222708	UZBV74	2008-05-03	Uzbekistan:Navoi	None	A	None
DQ315784	None	2009-03-04	India	None	A	AA
DQ315785	None	2009-03-04	India	None	A	AA
DQ315786	None	2009-03-04	India	None	A	AA
AJ627226	None	2006-02-09	Spain	None	A	None
AJ627227	None	2006-02-09	Spain	None	A	None
AJ627228	None	2006-02-09	Spain	None	A	None
AY862867	None	2006-01-01	China	None	A	None
DQ298161	None	2016-07-26	Italy	None	A	None
DQ298162	None	2016-07-26	Italy	None	A	None
DQ298163	None	2016-07-26	Italy	None	A	None
DQ298164	None	2016-07-26	Italy	None	A	None
DQ298165	None	2016-07-26	Italy	None	A	None
AY738139	None	2010-01-29	Germany	Homo sapiens	A	None
AY738140	None	2010-01-29	Germany	Homo sapiens	A	None
AY738141	None	2010-01-29	Germany	Homo sapiens	A	None
AY738142	None	2010-01-29	Germany	Homo sapiens	A	None
AY738143	None	2010-01-29	Germany	Homo sapiens	A	None
AY934763	None	2005-07-21	Gambia	None	A	None
AY934764	None	2005-07-21	Gambia	None	A	None
AY934765	None	2005-07-21	Somalia	None	A	None
AY934766	None	2005-07-21	Somalia	None	A	None
AY934767	None	2005-07-21	Somalia	None	A	None
AY934768	None	2005-07-21	Somalia	None	A	None
AY934769	None	2005-07-21	Somalia	None	A	None
AY934770	None	2005-07-21	Somalia	None	A	None
AY934771	None	2005-07-21	Somalia	None	A	None
AY934772	None	2005-07-21	Uganda	None	A	None
AY934773	None	2005-07-21	Tanzania	None	A	None
AY934774	None	2005-07-21	Philippines	None	A	None
DQ020002	None	2005-07-21	None	None	A	None
DQ020003	None	2005-07-21	United Arab Emirates	None	A	None
AP007263	HB-JI444A	2008-12-05	Japan	Homo sapiens	A	None
AY902775	None	2016-07-26	USA: Montana	None	A	None
AY233274	None	2004-04-23	South Africa	None	A	None
AY233275	None	2004-04-23	South Africa	None	A	None
AY233276	None	2004-04-23	South Africa	None	A	None
AY233277	None	2004-04-23	South Africa	None	A	None
AY233278	None	2004-04-23	South Africa	None	A	None
AY233279	None	2004-04-23	South Africa	None	A	None
AY233280	None	2004-04-23	South Africa	None	A	None
AY233281	None	2004-04-23	South Africa	None	A	None
AY233282	None	2004-04-23	South Africa	None	A	None
AY233283	None	2004-04-23	South Africa	None	A	None
AY233284	None	2004-04-23	South Africa	None	A	None
AY233285	None	2004-04-23	South Africa	None	A	None
AY233286	None	2004-04-23	South Africa	None	A	None
AY233287	None	2004-04-23	South Africa	None	A	None
AY233288	None	2004-04-23	South Africa	None	A	None
AY233289	None	2004-04-23	South Africa	None	A	None
AY233290	None	2004-04-23	South Africa	None	A	None
AB126580	None	2010-02-09	Russia	None	A	None
AY373428	None	2003-09-23	India	None	A	None
AY373429	None	2003-09-23	India	None	A	None
AY128092	None	2011-03-09	None	None	A	None
AF297621	None	2001-10-24	None	None	A	None
AF297622	None	2001-10-24	None	None	A	None
AF297623	None	2001-10-24	None	None	A	None
AF297624	None	2001-10-24	None	None	A	None
AF297625	None	2001-10-24	None	None	A	None
U87742	None	2002-04-15	None	None	A	None
U87746	None	2002-05-15	None	None	A	None
AF043560	None	2010-01-04	Argentina	None	A	None
AF043580	None	2010-01-04	Argentina	None	A	None
AB014370	None	2006-11-02	None	None	A	None
