Accession	Virus	Strain	Author	Publication_Title	Journal	Database
MN227702	Dengue (denv3)	19XN50516	Su et al	Rapid spreading of Dengue Virus 3 in a South-China City, Guanghzou, 2019	Unpublished	Genbank
MN227699	Dengue (denv3)	19XN16218	Su et al	Rapid spreading of Dengue Virus 3 in a South-China City, Guanghzou, 2019	Unpublished	Genbank
MN227701	Dengue (denv3)	19XN17302	Su et al	Rapid spreading of Dengue Virus 3 in a South-China City, Guanghzou, 2019	Unpublished	Genbank
MN227698	Dengue (denv3)	19XN16187	Su et al	Rapid spreading of Dengue Virus 3 in a South-China City, Guanghzou, 2019	Unpublished	Genbank
FJ882576	Dengue (denv3)	DENV_3/NI/BID_V2420/1994	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898440	Dengue (denv3)	DENV_3/MX/BID_V2985/2003	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898442	Dengue (denv3)	DENV_3/MX/BID_V2989/2007	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898441	Dengue (denv3)	DENV_3/MX/BID_V2987/2006	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199886	Dengue (denv3)	DENV_3/NI/BID_V2419/1998	?			Genbank
FJ547081	Dengue (denv3)	DENV_3/US/BID_V2117/2001	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482596	Dengue (denv3)	DENV_3/US/BID_V859/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU529699	Dengue (denv3)	DENV_3/US/BID_V1080/2006	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547076	Dengue (denv3)	DENV_3/US/BID_V2111/2000	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687226	Dengue (denv3)	DENV_3/US/BID_V1466/1999	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482566	Dengue (denv3)	DENV_3/US/BID_V1088/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ390377	Dengue (denv3)	DENV_3/US/BID_V1737/1999	Henn et al	Direct Submission	Submitted (14-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU781137	Dengue (denv3)	DENV_3/US/BID_V1452/1999	Henn et al	Direct Submission	Submitted (30-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ390376	Dengue (denv3)	DENV_3/US/BID_V1736/1999	Henn et al	Direct Submission	Submitted (14-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687219	Dengue (denv3)	DENV_3/US/BID_V1455/1999	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024465	Dengue (denv3)	DENV_3/US/BID_V1606/2004	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955448	Dengue (denv3)	DENV_3/PR/BID_V1081/2006	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ182041	Dengue (denv3)	DENV_3/US/BID_V1626/2005	Henn et al	Direct Submission	Submitted (03-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547082	Dengue (denv3)	DENV_3/US/BID_V2118/2001	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687233	Dengue (denv3)	DENV_3/US/BID_V1473/2002	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ205870	Dengue (denv3)	DENV_3/US/BID_V1731/2003	Henn et al	Direct Submission	Submitted (10-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ478456	Dengue (denv3)	DENV_3/US/BID_V2123/2002	Henn et al	Direct Submission	Submitted (18-NOV-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687198	Dengue (denv3)	DENV_3/US/BID_V1481/2003	Henn et al	Direct Submission	Submitted (01-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ182039	Dengue (denv3)	DENV_3/US/BID_V1624/2005	Henn et al	Direct Submission	Submitted (03-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687239	Dengue (denv3)	DENV_3/US/BID_V1491/2003	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024466	Dengue (denv3)	DENV_3/US/BID_V1607/2004	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ182011	Dengue (denv3)	DENV_3/US/BID_V1621/2005	Henn et al	Direct Submission	Submitted (02-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955470	Dengue (denv3)	DENV_3/PR/BID_V2124/2002	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ373302	Dengue (denv3)	DENV_3/US/BID_V1615/2004	Henn et al	Direct Submission	Submitted (07-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ182007	Dengue (denv3)	DENV_3/US/BID_V1617/2005	Henn et al	Direct Submission	Submitted (02-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ390371	Dengue (denv3)	DENV_3/US/BID_V1729/2003	Henn et al	Direct Submission	Submitted (14-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU529698	Dengue (denv3)	DENV_3/US/BID_V1079/2006	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ182004	Dengue (denv3)	DENV_3/US/BID_V1604/2004	Henn et al	Direct Submission	Submitted (02-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850055	Dengue (denv3)	DENV_3/US/BID_V1605/2004	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482563	Dengue (denv3)	DENV_3/US/BID_V1075/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ182037	Dengue (denv3)	DENV_3/US/BID_V1622/2005	Henn et al	Direct Submission	Submitted (03-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ182010	Dengue (denv3)	DENV_3/US/BID_V1620/2005	Henn et al	Direct Submission	Submitted (02-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ182040	Dengue (denv3)	DENV_3/US/BID_V1625/2005	Henn et al	Direct Submission	Submitted (03-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ182009	Dengue (denv3)	DENV_3/US/BID_V1619/2005	Henn et al	Direct Submission	Submitted (02-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU596492	Dengue (denv3)	DENV_3/US/BID_V1415/2007	Henn et al	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU529697	Dengue (denv3)	DENV_3/US/BID_V1077/2000	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU596494	Dengue (denv3)	DENV_3/US/BID_V1417/2007	Henn et al	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU596493	Dengue (denv3)	DENV_3/US/BID_V1416/2007	Henn et al	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955456	Dengue (denv3)	DENV_3/PR/BID_V1728/2006	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ182013	Dengue (denv3)	DENV_3/US/BID_V1450/1998	Henn et al	Direct Submission	Submitted (02-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547077	Dengue (denv3)	DENV_3/US/BID_V2112/2000	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU726772	Dengue (denv3)	DENV_3/US/BID_V1449/1998	Henn et al	Direct Submission	Submitted (15-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547078	Dengue (denv3)	DENV_3/US/BID_V2113/2000	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547079	Dengue (denv3)	DENV_3/US/BID_V2114/2001	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547071	Dengue (denv3)	DENV_3/US/BID_V2103/2000	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687197	Dengue (denv3)	DENV_3/US/BID_V1480/2003	Henn et al	Direct Submission	Submitted (01-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU854298	Dengue (denv3)	DENV_3/US/BID_V1477/2002	Henn et al	Direct Submission	Submitted (25-JUN-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU781136	Dengue (denv3)	DENV_3/US/BID_V1451/1999	Henn et al	Direct Submission	Submitted (30-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687218	Dengue (denv3)	DENV_3/US/BID_V1447/1998	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482558	Dengue (denv3)	DENV_3/US/BID_V1049/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU726771	Dengue (denv3)	DENV_3/US/BID_V1448/1998	Henn et al	Direct Submission	Submitted (15-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482559	Dengue (denv3)	DENV_3/US/BID_V1050/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU726773	Dengue (denv3)	DENV_3/US/BID_V1453/1999	Henn et al	Direct Submission	Submitted (15-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ562107	Dengue (denv3)	DENV_3/US/BID_V2100/2000	Henn et al	Direct Submission	Submitted (16-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687234	Dengue (denv3)	DENV_3/US/BID_V1475/2002	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU529705	Dengue (denv3)	DENV_3/US/BID_V1092/2004	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ182005	Dengue (denv3)	DENV_3/US/BID_V1614/2004	Henn et al	Direct Submission	Submitted (02-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482595	Dengue (denv3)	DENV_3/US/BID_V858/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ373306	Dengue (denv3)	DENV_3/US/BID_V1478/2002	Henn et al	Direct Submission	Submitted (07-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU529702	Dengue (denv3)	DENV_3/US/BID_V1089/2003	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955466	Dengue (denv3)	DENV_3/PR/BID_V2102/2000	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ547073	Dengue (denv3)	DENV_3/US/BID_V2107/2000	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955465	Dengue (denv3)	DENV_3/PR/BID_V2101/2000	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955468	Dengue (denv3)	DENV_3/PR/BID_V2116/2001	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ547080	Dengue (denv3)	DENV_3/US/BID_V2115/2001	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU726768	Dengue (denv3)	DENV_3/US/BID_V1465/2000	Henn et al	Direct Submission	Submitted (15-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547072	Dengue (denv3)	DENV_3/US/BID_V2106/2000	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547075	Dengue (denv3)	DENV_3/US/BID_V2110/2000	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955467	Dengue (denv3)	DENV_3/PR/BID_V2109/2000	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ547074	Dengue (denv3)	DENV_3/US/BID_V2108/2000	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU726769	Dengue (denv3)	DENV_3/US/BID_V1490/2003	Henn et al	Direct Submission	Submitted (15-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ390375	Dengue (denv3)	DENV_3/US/BID_V1735/1999	Henn et al	Direct Submission	Submitted (14-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU726774	Dengue (denv3)	DENV_3/US/BID_V1454/1999	Henn et al	Direct Submission	Submitted (15-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ205871	Dengue (denv3)	DENV_3/US/BID_V1733/1999	Henn et al	Direct Submission	Submitted (10-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687196	Dengue (denv3)	DENV_3/US/BID_V1476/2002	Henn et al	Direct Submission	Submitted (01-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687221	Dengue (denv3)	DENV_3/US/BID_V1460/2000	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410177	Dengue (denv3)	DENV_3/US/BID_V2105/2000	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410176	Dengue (denv3)	DENV_3/US/BID_V2104/2000	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547084	Dengue (denv3)	DENV_3/US/BID_V2122/2002	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955469	Dengue (denv3)	DENV_3/PR/BID_V2121/2002	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955455	Dengue (denv3)	DENV_3/PR/BID_V1727/2005	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ410178	Dengue (denv3)	DENV_3/US/BID_V2120/2002	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ390373	Dengue (denv3)	DENV_3/US/BID_V1732/2002	Henn et al	Direct Submission	Submitted (14-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547070	Dengue (denv3)	DENV_3/US/BID_V2099/1998	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547069	Dengue (denv3)	DENV_3/US/BID_V2098/1999	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639777	Dengue (denv3)	DENV_3/VE/BID_V2210/2002	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ373303	Dengue (denv3)	DENV_3/VE/BID_V1585/2001	Henn et al	Direct Submission	Submitted (07-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131951	Dengue (denv3)	DENV_3/CO/BID_V3394/2003	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955479	Dengue (denv3)	DENV_3/VE/BID_V2456/2001	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ898471	Dengue (denv3)	DENV_3/VE/BID_V2968/2002	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639825	Dengue (denv3)	DENV_3/VE/BID_V2266/2006	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ332170	Dengue (denv3)	VE_61051_2006	Rodriguez-Roche et al	Population structure of the dengue viruses, Aragua, Venezuela, 2006-2007. Insights into dengue evolution under hyperendemic transmission	Infect. Genet. Evol. 12 (2), 332-344 (2012)	Genbank
HQ332171	Dengue (denv3)	VE_61035_2006	Rodriguez-Roche et al	Population structure of the dengue viruses, Aragua, Venezuela, 2006-2007. Insights into dengue evolution under hyperendemic transmission	Infect. Genet. Evol. 12 (2), 332-344 (2012)	Genbank
KF955481	Dengue (denv3)	DENV_3/VE/BID_V2479/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868586	Dengue (denv3)	DENV_3/VE/BID_V2481/2007	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639750	Dengue (denv3)	DENV_3/VE/BID_V2179/2000	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ744700	Dengue (denv3)	DENV_3/VE/BID_V2186/2001	Henn et al	Direct Submission	Submitted (10-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639775	Dengue (denv3)	DENV_3/VE/BID_V2208/2002	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898473	Dengue (denv3)	DENV_3/VE/BID_V2970/2003	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639776	Dengue (denv3)	DENV_3/VE/BID_V2209/2002	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639753	Dengue (denv3)	DENV_3/VE/BID_V2182/2001	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639752	Dengue (denv3)	DENV_3/VE/BID_V2181/2001	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639754	Dengue (denv3)	DENV_3/VE/BID_V2183/2001	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639755	Dengue (denv3)	DENV_3/VE/BID_V2184/2001	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482614	Dengue (denv3)	DENV_3/VE/BID_V913/2001	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639760	Dengue (denv3)	DENV_3/VE/BID_V2190/2001	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898468	Dengue (denv3)	DENV_3/VE/BID_V2965/2000	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850098	Dengue (denv3)	DENV_3/VE/BID_V2455/2001	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639758	Dengue (denv3)	DENV_3/VE/BID_V2188/2001	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639771	Dengue (denv3)	DENV_3/VE/BID_V2204/2001	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639749	Dengue (denv3)	DENV_3/VE/BID_V2178/2000	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639746	Dengue (denv3)	DENV_3/VE/BID_V2174/2000	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639747	Dengue (denv3)	DENV_3/VE/BID_V2175/2000	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KT726340	Dengue (denv3)	Cuba_118_2001	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
KT726341	Dengue (denv3)	Cuba_167_2001	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
EU529687	Dengue (denv3)	DENV_3/VE/BID_V1118/2001	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850096	Dengue (denv3)	DENV_3/VE/BID_V2201/2001	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639787	Dengue (denv3)	DENV_3/VE/BID_V2220/2004	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639801	Dengue (denv3)	DENV_3/VE/BID_V2234/2004	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639807	Dengue (denv3)	DENV_3/VE/BID_V2244/2005	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639781	Dengue (denv3)	DENV_3/VE/BID_V2214/2003	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639785	Dengue (denv3)	DENV_3/VE/BID_V2218/2003	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU854291	Dengue (denv3)	DENV_3/VE/BID_V1591/2004	Henn et al	Direct Submission	Submitted (25-JUN-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
