Accession	Virus	Strain	Author	Publication_Title	Journal	Database
JQ915079	Dengue (denv1)	NC09/300509_13639	Aubry et al	Epidemiology and genetic evolution of Dengue viruses in the South Pacific island countries	Unpublished	Genbank
JQ915080	Dengue (denv1)	NC10/080810_1138	Aubry et al	Epidemiology and genetic evolution of Dengue viruses in the South Pacific island countries	Unpublished	Genbank
JQ915074	Dengue (denv1)	PF08/180908_01	Aubry et al	Epidemiology and genetic evolution of Dengue viruses in the South Pacific island countries	Unpublished	Genbank
JQ915073	Dengue (denv1)	PF08/070308_138	Aubry et al	Epidemiology and genetic evolution of Dengue viruses in the South Pacific island countries	Unpublished	Genbank
JQ915072	Dengue (denv1)	PF07/051107_164	Aubry et al	Epidemiology and genetic evolution of Dengue viruses in the South Pacific island countries	Unpublished	Genbank
JQ915076	Dengue (denv1)	PF09/090609_76	Aubry et al	Epidemiology and genetic evolution of Dengue viruses in the South Pacific island countries	Unpublished	Genbank
KY926849	Dengue (denv1)	PF08/080108_88	Lequime et al	Full-genome dengue virus sequencing in mosquito saliva shows lack of convergent positive selection during transmission by Aedes aegypti	Virus Evol 3 (2), vex031 (2017)	Genbank
MG181997	Dengue (denv1)	PF08_080108_88	Aubry et al	Unusual epidemiological pattern of Zika virus in a virgin soil area, the Fiji Islands	Unpublished	Genbank
KC762620	Dengue (denv1)	MKS_0390	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
AB189121	Dengue (denv1)	98901530_DF_DV_1	Dewi et al	Genomic analysis and phylogeny of dengue 1, 2 and 3 viruses isolated from patients with different stage of severities in Indonesia	Unpublished	Genbank
JN544411	Dengue (denv1)	SG_EHI_D1/60330Y11	Lo et al	Envelope gene sequences of Dengue viruses in Singapore	Unpublished	Genbank
KU509261	Dengue (denv1)	DENV1_3746	Shihada et al	Genetic Diversity and New Lineages of Dengue Virus Serotypes 3 and 4 in Returning Travelers, Germany, 2006-2015	Emerging Infect. Dis. 23 (2), 272-275 (2017)	Genbank
JN544410	Dengue (denv1)	SG_EHI_D1/14158Y11	Lo et al	Envelope gene sequences of Dengue viruses in Singapore	Unpublished	Genbank
KT827366	Dengue (denv1)	GZ/5700/D1/2007	Bai et al	Direct Submission	Submitted (25-SEP-2015) Department of Virology & Immunology, Guangzhou Center for Diseases Control and Prevention, 1 Qide Road, Baiyun District, Guangzhou, Guangdong 510440, China	Genbank
JN205310	Dengue (denv1)	GZ2002	Fang et al	Genomic phylogenetic analysis of one Dengue virus type 1 strain GZ2002 isolated in Guangzhou	Unpublished	Genbank
KT827364	Dengue (denv1)	GZ/215/D1/2002	Bai et al	Direct Submission	Submitted (25-SEP-2015) Department of Virology & Immunology, Guangzhou Center for Diseases Control and Prevention, 1 Qide Road, Baiyun District, Guangzhou, Guangdong 510440, China	Genbank
FJ196842	Dengue (denv1)	GD66/03	Wu et al	Molecular epidemiology of dengue viruses in southern China from 1978 to 2006	Virol. J. 8 (1), 322 (2011)	Genbank
FJ196841	Dengue (denv1)	GD54/03	Wu et al	Molecular epidemiology of dengue viruses in southern China from 1978 to 2006	Virol. J. 8 (1), 322 (2011)	Genbank
FJ196845	Dengue (denv1)	GD03/91	Wu et al	Molecular epidemiology of dengue viruses in southern China from 1978 to 2006	Virol. J. 8 (1), 322 (2011)	Genbank
KY057366	Dengue (denv1)	SUB_026A	?			Genbank
EU179861	Dengue (denv1)	DS212_110306	Osman et al	Genetic characterization of dengue virus type 1 isolated in Brunei in 2005-2006	J. Gen. Virol. 90 (PT 3), 678-686 (2009)	Genbank
KY057368	Dengue (denv1)	SUB_032A	?			Genbank
KC762653	Dengue (denv1)	MKS_0486	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
KY057371	Dengue (denv1)	SUB_049A	Sasmono et al	Complete genome analysis of dengue virus 1 from Surabaya, Indonesia	Unpublished	Genbank
MF033231	Dengue (denv1)	V9076	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
LC128301	Dengue (denv1)	D1/Hu/Philippines/NIID13/2016	Tajima et al	Whole nucleotide sequence of dengue virus type 1 isolated from a Filipino patient	Unpublished	Genbank
GQ868602	Dengue (denv1)	DENV_1/PH/BID_V2940/2004	?			Genbank
KX951689	Dengue (denv1)	D1/Taiwan/900PT0407a	?			Genbank
DQ672564	Dengue (denv1)	HawO3663	Imrie et al	Homology of complete genome sequences for dengue virus type-1, from dengue-fever- and dengue-haemorrhagic-fever-associated epidemics in Hawaii and French Polynesia	Ann Trop Med Parasitol 104 (3), 225-235 (2010)	Genbank
KP406803	Dengue (denv1)	DenKor_07	Go et al	Complete Genome Sequences of Three Clinical Isolates of Dengue Virus Serotype 1 from South Korean Travelers	Genome Announc 3 (6), e01388-15 (2015)	Genbank
KJ933413	Dengue (denv1)	Su1	Wang et al	Imported dengue virus type 1 separation of Jiangsu province	Unpublished	Genbank
KY496854	Dengue (denv1)	D1/Taiwan/114TP1611a	Yang et al	Molecular epidemiology of dengue virus in Taiwan	Unpublished	Genbank
KY496855	Dengue (denv1)	D1/Philippines/1610cTw	Yang et al	Molecular epidemiology of dengue virus in Taiwan	Unpublished	Genbank
KT827367	Dengue (denv1)	GZ/12375/D1/2010	Bai et al	Direct Submission	Submitted (25-SEP-2015) Department of Virology & Immunology, Guangzhou Center for Diseases Control and Prevention, 1 Qide Road, Baiyun District, Guangzhou, Guangdong 510440, China	Genbank
KX380797	Dengue (denv1)	D1/SG/CT3/2012	?			Genbank
KJ806939	Dengue (denv1)	SG_EHI_D1/01053Y13	Ng et al	2013 Dengue Outbreaks in Singapore and Malaysia Caused by Different Viral Strains	Am. J. Trop. Med. Hyg. (2015) In press	Genbank
KM204119	Dengue (denv1)	Hawaii	Anez et al	Complete Genome Sequences of Dengue Virus Type 1 to 4 Strains Used for the Development of CBER/FDA RNA Reference Reagents and WHO International Standard Candidates for Nucleic Acid Testing	Genome Announc 4 (1), e01583-15 (2016)	Genbank
EU848545	Dengue (denv1)	VR_1254	Hibberd et al	Genome sequence of DENV-1/US/Hawaii/1944 reference strain	Unpublished	Genbank
AY732483	Dengue (denv1)	ThD1_0008_81	Zhang et al	Clade replacements in dengue virus serotypes 1 and 3 are associated with changing serotype prevalence	J. Virol. 79 (24), 15123-15130 (2005)	Genbank
AY732481	Dengue (denv1)	ThD1_0081_82	Zhang et al	Clade replacements in dengue virus serotypes 1 and 3 are associated with changing serotype prevalence	J. Virol. 79 (24), 15123-15130 (2005)	Genbank
JN638341	Dengue (denv1)	D87_116	Lambrechts et al	Dengue-1 virus clade replacement in Thailand associated with enhanced mosquito transmission	J. Virol. 86 (3), 1853-1861 (2012)	Genbank
JN638342	Dengue (denv1)	D90_1197	Lambrechts et al	Dengue-1 virus clade replacement in Thailand associated with enhanced mosquito transmission	J. Virol. 86 (3), 1853-1861 (2012)	Genbank
AY726555	Dengue (denv1)	D1Myanmar31459/98	Thu et al	Genome analysis of Dengue 1 strains from humans and mosquitoes in Myanmar	Unpublished	Genbank
AY726550	Dengue (denv1)	D1Myanmar38862/01	Thu et al	Genome analysis of Dengue 1 strains from humans and mosquitoes in Myanmar	Unpublished	Genbank
AY713475	Dengue (denv1)	D1Myanmar206/01	Thu et al	Genome analysis of Dengue 1 strains from humans and mosquitoes in Myanmar	Unpublished	Genbank
AY726552	Dengue (denv1)	D1Myanmar44988/02	Thu et al	Genome analysis of Dengue 1 strains from humans and mosquitoes in Myanmar	Unpublished	Genbank
AY713474	Dengue (denv1)	D1Myanmar194/01	Thu et al	Genome analysis of Dengue 1 strains from humans and mosquitoes in Myanmar	Unpublished	Genbank
AB608788	Dengue (denv1)	V832	Chu et al	Spatiotemporal dynamics and epistatic interaction sites in dengue virus type 1: a comprehensive sequence-based analysis	PLoS ONE 8 (9), E74165 (2013)	Genbank
KJ649286	Dengue (denv1)	DENV_1_Jeddah	Azhar et al	Complete genome sequencing and phylogenetic analysis of dengue type 1 virus isolated from Jeddah, Saudi Arabia	Virol. J. 12 (1), 1 (2015)	Genbank
KU509258	Dengue (denv1)	DENV1_2522	?			Genbank
AY732477	Dengue (denv1)	ThD1_0336_91	Zhang et al	Clade replacements in dengue virus serotypes 1 and 3 are associated with changing serotype prevalence	J. Virol. 79 (24), 15123-15130 (2005)	Genbank
AY732478	Dengue (denv1)	ThD1_0323_91	Zhang et al	Clade replacements in dengue virus serotypes 1 and 3 are associated with changing serotype prevalence	J. Virol. 79 (24), 15123-15130 (2005)	Genbank
JN638336	Dengue (denv1)	KD86_035	Lambrechts et al	Dengue-1 virus clade replacement in Thailand associated with enhanced mosquito transmission	J. Virol. 86 (3), 1853-1861 (2012)	Genbank
JN638344	Dengue (denv1)	00407/95	Lambrechts et al	Dengue-1 virus clade replacement in Thailand associated with enhanced mosquito transmission	J. Virol. 86 (3), 1853-1861 (2012)	Genbank
JN638338	Dengue (denv1)	KD92_080	Lambrechts et al	Dengue-1 virus clade replacement in Thailand associated with enhanced mosquito transmission	J. Virol. 86 (3), 1853-1861 (2012)	Genbank
JN638337	Dengue (denv1)	KD90_157	Lambrechts et al	Dengue-1 virus clade replacement in Thailand associated with enhanced mosquito transmission	J. Virol. 86 (3), 1853-1861 (2012)	Genbank
FJ196848	Dengue (denv1)	GD99/99	Wu et al	Molecular epidemiology of dengue viruses in southern China from 1978 to 2006	Virol. J. 8 (1), 322 (2011)	Genbank
AY732475	Dengue (denv1)	ThD1_0488_94	Zhang et al	Clade replacements in dengue virus serotypes 1 and 3 are associated with changing serotype prevalence	J. Virol. 79 (24), 15123-15130 (2005)	Genbank
AY732480	Dengue (denv1)	ThD1_0097_94	Zhang et al	Clade replacements in dengue virus serotypes 1 and 3 are associated with changing serotype prevalence	J. Virol. 79 (24), 15123-15130 (2005)	Genbank
JN638343	Dengue (denv1)	03881/92	Lambrechts et al	Dengue-1 virus clade replacement in Thailand associated with enhanced mosquito transmission	J. Virol. 86 (3), 1853-1861 (2012)	Genbank
JN638339	Dengue (denv1)	30399/95	Lambrechts et al	Dengue-1 virus clade replacement in Thailand associated with enhanced mosquito transmission	J. Virol. 86 (3), 1853-1861 (2012)	Genbank
JN638340	Dengue (denv1)	30231/97	Lambrechts et al	Dengue-1 virus clade replacement in Thailand associated with enhanced mosquito transmission	J. Virol. 86 (3), 1853-1861 (2012)	Genbank
AB608789	Dengue (denv1)	V360052	Chu et al	Spatiotemporal dynamics and epistatic interaction sites in dengue virus type 1: a comprehensive sequence-based analysis	PLoS ONE 8 (9), E74165 (2013)	Genbank
GQ199835	Dengue (denv1)	DENV_1/VN/BID_V2840/2005	?			Genbank
GQ199790	Dengue (denv1)	DENV_1/VN/BID_V2766/2007	?			Genbank
HM181966	Dengue (denv1)	DENV_1/VN/BID_V3897/2008	Henn et al	Direct Submission	Submitted (30-MAR-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199793	Dengue (denv1)	DENV_1/VN/BID_V2769/2007	?			Genbank
EU482792	Dengue (denv1)	DENV_1/VN/BID_V770/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199831	Dengue (denv1)	DENV_1/VN/BID_V2833/2003	?			Genbank
GQ199833	Dengue (denv1)	DENV_1/VN/BID_V2837/2004	?			Genbank
EU482791	Dengue (denv1)	DENV_1/VN/BID_V769/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882569	Dengue (denv1)	DENV_1/VN/BID_V2836/2004	Henn et al	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882564	Dengue (denv1)	DENV_1/VN/BID_V2827/2003	Henn et al	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882567	Dengue (denv1)	DENV_1/VN/BID_V2832/2003	Henn et al	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882566	Dengue (denv1)	DENV_1/VN/BID_V2831/2003	Henn et al	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882568	Dengue (denv1)	DENV_1/VN/BID_V2835/2003	Henn et al	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199832	Dengue (denv1)	DENV_1/VN/BID_V2834/2003	?			Genbank
GQ199836	Dengue (denv1)	DENV_1/VN/BID_V2845/2005	?			Genbank
EU482476	Dengue (denv1)	DENV_1/VN/BID_V931/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882570	Dengue (denv1)	DENV_1/VN/BID_V2838/2005	Henn et al	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199849	Dengue (denv1)	DENV_1/VN/BID_V2886/2006	?			Genbank
EU482789	Dengue (denv1)	DENV_1/VN/BID_V767/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898394	Dengue (denv1)	DENV_1/VN/BID_V2855/2005	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898386	Dengue (denv1)	DENV_1/VN/BID_V2842/2005	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868636	Dengue (denv1)	DENV_1/IPC/BID_V3916/2008	?			Genbank
FJ898390	Dengue (denv1)	DENV_1/VN/BID_V2851/2005	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482537	Dengue (denv1)	DENV_1/VN/BID_V993/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898414	Dengue (denv1)	DENV_1/VN/BID_V2895/2006	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199830	Dengue (denv1)	DENV_1/VN/BID_V2830/2003	?			Genbank
FJ882565	Dengue (denv1)	DENV_1/VN/BID_V2829/2003	Henn et al	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482822	Dengue (denv1)	DENV_1/VN/BID_V828/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898393	Dengue (denv1)	DENV_1/VN/BID_V2854/2005	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482794	Dengue (denv1)	DENV_1/VN/BID_V800/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898404	Dengue (denv1)	DENV_1/VN/BID_V2868/2006	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF921950	Dengue (denv1)	DENV_1/VN/BID_V3993/2008	Zody et al	Direct Submission	Submitted (02-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GU131775	Dengue (denv1)	DENV_1/VN/BID_V4013/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131696	Dengue (denv1)	DENV_1/VN/BID_V3861/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131737	Dengue (denv1)	DENV_1/VN/BID_V3945/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131705	Dengue (denv1)	DENV_1/VN/BID_V3870/2008	?			Genbank
FJ639678	Dengue (denv1)	DENV_1/KH/BID_V1992/2003	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868637	Dengue (denv1)	DENV_1/IPC/BID_V3919/2000	?			Genbank
FJ850069	Dengue (denv1)	DENV_1/KH/BID_V1994/2003	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JQ287664	Dengue (denv1)	DENV_1/KH/BID_V1998/2004	Henn et al	Direct Submission	Submitted (15-DEC-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955406	Dengue (denv1)	DENV_1/KH/BID_V2373/2001	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ639676	Dengue (denv1)	DENV_1/KH/BID_V1988/2003	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JN819423	Dengue (denv1)	DENV_1/KH/BID_V1982/2001	Henn et al	Direct Submission	Submitted (05-OCT-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639671	Dengue (denv1)	DENV_1/KH/BID_V1981/2001	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955405	Dengue (denv1)	DENV_1/KH/BID_V1986/2002	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ639673	Dengue (denv1)	DENV_1/KH/BID_V1984/2001	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898373	Dengue (denv1)	DENV_1/VN/BID_V2725/2007	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199843	Dengue (denv1)	DENV_1/VN/BID_V2878/2006	?			Genbank
EU482486	Dengue (denv1)	DENV_1/VN/BID_V941/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639675	Dengue (denv1)	DENV_1/KH/BID_V1987/2003	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639696	Dengue (denv1)	DENV_1/KH/BID_V2014/2007	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639684	Dengue (denv1)	DENV_1/KH/BID_V2000/2005	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868618	Dengue (denv1)	DENV_1/KH/BID_V1990/2003	?			Genbank
EU482790	Dengue (denv1)	DENV_1/VN/BID_V768/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482793	Dengue (denv1)	DENV_1/VN/BID_V799/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU249492	Dengue (denv1)	DENV_1/VN/BID_V795/2006	Henn et al	Direct Submission	Submitted (25-OCT-2007) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199845	Dengue (denv1)	DENV_1/VN/BID_V2881/2006	?			Genbank
EU687247	Dengue (denv1)	DENV_1/VN/BID_V1504/2006	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ461339	Dengue (denv1)	DENV_1/VN/BID_V1975/2008	Henn et al	Direct Submission	Submitted (07-NOV-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882532	Dengue (denv1)	DENV_1/VN/BID_V2706/2006	Henn et al	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482536	Dengue (denv1)	DENV_1/VN/BID_V992/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639674	Dengue (denv1)	DENV_1/KH/BID_V1985/2002	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199801	Dengue (denv1)	DENV_1/VN/BID_V2779/2007	?			Genbank
FJ410279	Dengue (denv1)	DENV_1/VN/BID_V1965/2008	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KT827369	Dengue (denv1)	GZ/8513/D1/2011	?			Genbank
FJ182024	Dengue (denv1)	DENV_1/VN/BID_V1644/2007	Henn et al	Direct Submission	Submitted (03-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882519	Dengue (denv1)	DENV_1/VN/BID_V2693/2006	Henn et al	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898400	Dengue (denv1)	DENV_1/VN/BID_V2863/2006	?			Genbank
GQ199826	Dengue (denv1)	DENV_1/VN/BID_V2820/2007	?			Genbank
FJ410227	Dengue (denv1)	DENV_1/VN/BID_V1879/2007	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882558	Dengue (denv1)	DENV_1/VN/BID_V2814/2007	Henn et al	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU660391	Dengue (denv1)	DENV_1/VN/BID_V1321/2006	Henn et al	Direct Submission	Submitted (17-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HE795086	Dengue (denv1)	2008/00475	Berthet et al	Resequencing microarray PathogenID v2.0 for detection and characterization of viral RNA in human blood specimens infected with Dengue, West Nile and Chikungunya Viruses	Unpublished	Genbank
FJ898388	Dengue (denv1)	DENV_1/VN/BID_V2848/2005	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898401	Dengue (denv1)	DENV_1/VN/BID_V2864/2006	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898397	Dengue (denv1)	DENV_1/VN/BID_V2860/2006	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882526	Dengue (denv1)	DENV_1/VN/BID_V2700/2006	Henn et al	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131698	Dengue (denv1)	DENV_1/VN/BID_V3863/2008	?			Genbank
GU131809	Dengue (denv1)	DENV_1/VN/BID_V4057/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410207	Dengue (denv1)	DENV_1/VN/BID_V1814/2007	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482533	Dengue (denv1)	DENV_1/VN/BID_V989/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482815	Dengue (denv1)	DENV_1/VN/BID_V821/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199789	Dengue (denv1)	DENV_1/VN/BID_V2765/2007	?			Genbank
FJ898391	Dengue (denv1)	DENV_1/VN/BID_V2852/2005	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882531	Dengue (denv1)	DENV_1/VN/BID_V2705/2006	Henn et al	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131759	Dengue (denv1)	DENV_1/VN/BID_V3986/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898387	Dengue (denv1)	DENV_1/VN/BID_V2847/2005	?			Genbank
EU482813	Dengue (denv1)	DENV_1/VN/BID_V819/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882517	Dengue (denv1)	DENV_1/VN/BID_V2686/2006	Henn et al	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639685	Dengue (denv1)	DENV_1/KH/BID_V2001/2005	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HM181957	Dengue (denv1)	DENV_1/KH/BID_V4260/2007	Henn et al	Direct Submission	Submitted (30-MAR-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HM181941	Dengue (denv1)	DENV_1/KH/BID_V4239/2006	Henn et al	Direct Submission	Submitted (30-MAR-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639679	Dengue (denv1)	DENV_1/KH/BID_V1993/2003	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ624984	Dengue (denv1)	DHF	Tuiskunen et al	Phenotypic and genotypic characterization of dengue virus isolates differentiates dengue fever and dengue hemorrhagic fever from dengue shock syndrome	Arch. Virol. 156 (11), 2023-2032 (2011)	Genbank
